5432,23,1
5432,4240,1
5432,5837,1
5997,8522,3
5997,537,3
5997,538,2
5997,535,2
5997,815,2
5997,8521,2
5997,8182,2
5997,7798,2
5997,827,2
5997,8948,2
5997,8514,2
5997,7481,2
5997,3775,1
5997,8985,1
5997,8611,1
5997,8962,1
5997,3784,1
5997,7750,1
5997,8582,1
5997,8963,1
5997,8894,1
5997,8533,1
5997,4362,1
5997,1175,1
5997,8342,1
5997,8968,1
5997,9174,1
5997,8534,1
5997,6983,1
5997,1422,1
5997,2711,1
5997,6984,1
5997,8053,1
5997,818,1
5997,8487,1
5997,8162,1
5997,3967,1
5997,905,1
5997,860,1
5997,37,1
5997,1439,1
5997,7333,1
5997,8181,1
5997,6947,1
5997,3205,1
5997,8959,1
5997,4123,1
5997,89,1
5997,5692,1
5997,8960,1
5997,9228,1
5997,614,1
5997,824,1
5997,8961,1
10674,5788,1
10829,2718,1
11602,7524,2
11602,2717,1
11602,5296,1
11602,7817,1
11839,5546,5
11839,8480,2
11839,9590,1
11842,2716,1
11842,7220,1
12105,2718,1
12145,925,1
12145,2700,1
12145,3343,1
12251,2717,1
12251,2718,1
12325,7529,3
12325,5450,3
12325,5509,2
12325,3010,1
12325,603,1
12325,8252,1
12325,6403,1
12325,2720,1
12325,7263,1
12325,7307,1
12325,5422,1
12325,7330,1
12325,5413,1
12325,459,1
12325,5449,1
12325,7821,1
12325,10041,1
12325,7823,1
12325,7178,1
12325,8254,1
12325,531,1
12325,10031,1
12325,3072,1
12325,7822,1
12325,353,1
12325,5510,1
12325,9216,1
12325,2738,1
12325,5418,1
12672,8079,1
12672,5748,1
13112,5573,6
13682,7490,1
13682,8343,1
13735,7817,2
13735,8107,1
13735,6511,1
13735,7231,1
13825,9058,1
13874,8491,2
13874,3151,1
13874,8492,1
13874,5294,1
13874,5295,1
13874,5296,1
13874,5531,1
13892,433,1
13892,7226,1
13892,8346,1
13933,8152,1
13933,9177,1
14092,315,1
14212,316,1
14212,3151,1
14212,3963,1
14212,5552,1
14212,5531,1
14215,5410,3
14215,7819,1
14215,5587,1
14215,2871,1
14215,5442,1
14215,5431,1
14215,7313,1
14215,3150,1
14306,5526,1
14310,5451,3
14310,437,3
14310,7099,2
14310,7102,2
14310,2881,2
14310,5435,2
14310,7528,2
14310,7518,2
14310,2882,2
14310,7490,2
14310,7152,2
14310,5450,2
14310,7524,1
14310,7261,1
14310,7246,1
14310,2746,1
14310,443,1
14310,5452,1
14310,3083,1
14310,355,1
14310,5259,1
14310,6485,1
14310,6536,1
14310,5536,1
14310,2869,1
14310,7139,1
14310,2867,1
14310,7147,1
14310,2878,1
14310,8343,1
14310,5442,1
14326,437,6
14326,5327,2
14326,332,2
14326,458,1
14326,6918,1
14326,8398,1
14326,7490,1
14326,8324,1
14326,7102,1
14326,2714,1
14326,7187,1
14326,7177,1
14326,461,1
14326,7178,1
14326,7160,1
14326,8336,1
14326,7849,1
14352,7853,1
14365,5510,1
14394,8398,3
14394,8480,2
14394,8158,2
14394,7257,2
14394,8157,1
14394,8350,1
14394,386,1
14394,7445,1
14394,6658,1
14394,8177,1
14394,5531,1
14394,7261,1
14394,8349,1
14410,5296,2
14410,6536,1
14410,7528,1
14410,455,1
14410,5531,1
14410,6512,1
14410,5295,1
14410,6435,1
14444,8107,54
14444,2100,27
14444,201,19
14444,2745,18
14444,2819,17
14444,8112,16
14444,2573,14
14444,5509,10
14444,5837,7
14444,663,4
14444,2567,2
14444,273,2
14444,8538,2
14444,5791,2
14444,3119,2
14444,4525,2
14444,8530,2
14444,8136,2
14444,2181,2
14444,7816,1
14444,7061,1
14444,2705,1
14444,7524,1
14444,2733,1
14444,5729,1
14444,5692,1
14444,7516,1
14444,2906,1
14444,2700,1
14444,8045,1
14444,8138,1
14444,8536,1
14444,2905,1
14444,8528,1
14444,8355,1
14444,8122,1
14444,7862,1
14444,5739,1
14449,5526,4
14449,5414,2
14449,5451,2
14449,5431,2
14449,5522,2
14449,5412,1
14449,5586,1
14449,5411,1
14449,6918,1
14449,7817,1
14449,2855,1
14449,7819,1
14450,7518,2
14450,5828,2
14450,5531,2
14450,2861,1
14450,7524,1
14450,5508,1
14450,7227,1
14502,5987,3
14502,5932,3
14502,7470,2
14502,6532,1
14502,6030,1
14502,437,1
14502,86,1
14502,87,1
14502,79,1
14505,5526,1
14505,5518,1
14545,2936,1
14545,1633,1
14545,7515,1
14553,7817,3
14553,7516,2
14553,7518,1
14554,7817,1
14579,2717,4
14587,7855,3
14587,364,3
14587,7490,1
14587,2861,1
14587,293,1
14587,7517,1
14587,6643,1
14587,5255,1
14587,2723,1
14587,2717,1
14595,459,1
14595,7142,1
14595,1781,1
14595,3972,1
14595,3871,1
14595,1110,1
14595,207,1
14595,8483,1
14595,6912,1
14595,8139,1
14602,2729,1
14602,742,1
14602,4529,1
14602,206,1
14607,5517,3
14607,5518,1
14607,5525,1
14624,7817,8
14624,7470,4
14624,6658,3
14624,3151,3
14624,5394,3
14624,6918,3
14624,436,3
14624,5450,2
14624,359,2
14624,5395,2
14624,5393,2
14624,5547,2
14624,5736,2
14624,432,2
14624,6064,2
14624,7830,2
14624,5453,2
14624,363,1
14624,5533,1
14624,364,1
14624,5536,1
14624,7741,1
14624,5261,1
14624,7095,1
14624,333,1
14624,7843,1
14624,5552,1
14624,8326,1
14624,7816,1
14624,6909,1
14624,6105,1
14624,457,1
14624,6908,1
14624,7072,1
14624,8398,1
14624,7267,1
14624,437,1
14624,7215,1
14624,7239,1
14624,5527,1
14624,6727,1
14624,5494,1
14624,451,1
14624,5535,1
14624,5995,1
14624,7517,1
14630,2717,1
14632,5586,2
14632,2967,1
14632,7071,1
14632,440,1
14632,5526,1
14651,7785,4
14651,9004,2
14651,7194,2
14651,10129,2
14651,5992,2
14651,10157,2
14651,6917,2
14651,843,1
14651,9247,1
14651,6458,1
14651,6886,1
14651,6904,1
14651,6089,1
14651,7143,1
14651,363,1
14651,6690,1
14651,6726,1
14651,6654,1
14651,9241,1
14651,7752,1
14651,364,1
14651,6438,1
14651,6713,1
14651,6655,1
14651,7196,1
14651,10176,1
14651,6491,1
14651,6709,1
14651,6704,1
14651,7198,1
14651,2717,1
14651,9921,1
14651,3617,1
14651,6681,1
14651,7314,1
14651,359,1
14651,9731,1
14651,3613,1
14651,6675,1
14651,87,1
14651,7741,1
14651,7826,1
14651,9721,1
14651,10132,1
14651,5331,1
14651,88,1
14651,6800,1
14651,9637,1
14651,9707,1
14651,7315,1
14651,6882,1
14651,9951,1
14651,11039,1
14651,745,1
14651,7830,1
14651,6066,1
14651,9000,1
14651,7207,1
14651,6893,1
14651,9016,1
14651,7848,1
14651,7029,1
14651,7205,1
14651,6894,1
14651,9781,1
14651,1710,1
14651,86,1
14651,7313,1
14651,9976,1
14651,6915,1
14651,6088,1
14651,6916,1
14657,5212,2
14657,2871,1
14657,5248,1
14657,7095,1
14657,7470,1
14657,7817,1
14660,8474,1
14660,5249,1
14662,5526,2
14662,5518,2
14662,294,1
14662,201,1
14662,3151,1
14662,7470,1
14662,7524,1
14662,5525,1
14671,4363,1
14676,5736,4
14676,5249,2
14676,7071,1
14676,5561,1
14676,5878,1
14676,7102,1
14676,7855,1
14681,6910,1
14682,359,1
14682,3967,1
14682,5830,1
14682,6825,1
14685,5528,2
14685,5586,2
14685,7524,1
14685,8136,1
14685,8079,1
14685,415,1
14685,432,1
14685,5494,1
14685,3317,1
14685,7225,1
14685,7300,1
14685,384,1
14685,7313,1
14685,382,1
14685,8094,1
14705,5748,2
14705,7844,1
14705,362,1
14705,7809,1
14705,6914,1
14725,3212,1
14745,2880,2
14745,2878,2
14745,7817,2
14745,2879,1
14745,5526,1
14745,5518,1
14745,2881,1
14745,2882,1
14745,5739,1
14745,7101,1
14745,7102,1
14745,7098,1
14745,7100,1
14745,7099,1
16018,5531,1
16018,8161,1
16020,5518,1
16036,5829,1
16036,2879,1
16036,7095,1
16064,5531,2
16078,2717,2
16081,5257,8
16081,5251,7
16081,5250,3
16081,5252,3
16081,5249,1
16095,5249,4
16095,5258,2
16095,5259,2
